字符,笔画数,拼音,偏旁部首,频率,结构代码,拆字,结构方式,间架比例,char,index,pinyin,pronunciation_details,结构谜底,拆字谜底,谜底,字谜
谜,11,mí,讠,1,H2,"['言 迷', '讠 迷']",左右结构,左窄右宽,谜,2468.0,mí,"{'pinyin': 'mí', 'explanations': [{'content': '(会意兼形声。从言,迷声。本义:谜语)。'}, {'content': '同本义。', 'detail': [{'text': '谜,隐言也。', 'book': '《广韵》。按,谜是后起字'}]}, {'content': '而君子嘲隐,化为谜语。', 'detail': [{'text': '谜也者,回互其辞,使昏迷也。', 'book': '《文心雕龙·谐隐》'}], 'words': [{'word': '猜谜;谜语;灯谜', 'text': '贴在灯上的谜语。'}]}]}",[左右],言迷,[左右]言迷,左侧言浓烈，右侧迷淡雅
慎,13,shèn,忄,1,H2,"['心 真', '忄 真']",左右结构,左窄右宽,慎,3023.0,shèn,"{'pinyin': 'shèn', 'explanations': [{'content': '(形声。从心,真声。本义:谨慎;慎重)。'}, {'content': '同本义。', 'detail': [{'text': '慎,谨也。', 'book': '《说文》'}, {'text': '慎,诚也。', 'book': '《尔雅》'}, {'text': '慎,德之守也。', 'book': '《国语·周语》'}, {'text': '僶勉就善谓之慎。', 'book': '《贾子道术》'}, {'text': '慎尔优游。', 'book': '《诗·小雅·白驹》'}, {'text': '予慎无罪。', 'book': '《诗·小雅·巧言》'}, {'text': '入门主敬,升堂主慎。', 'book': '《仪礼·聘礼记》'}, {'text': '此所以学者不可以不深思而慎取之也。', 'book': '宋·王安石《游褒禅山记》'}, {'text': '忧懈怠则思慎始而敬终。', 'book': '唐·魏征《谏太宗十思疏》'}], 'words': [{'word': '审慎', 'text': '周密而谨慎'}, {'word': '失慎', 'text': '疏忽'}, {'word': '慎独', 'text': '个人闲居独处时,也要小心谨慎,不可有越礼非分的念头'}, {'word': '慎刑', 'text': '谨于用刑'}, {'word': '慎行', 'text': '行为谨慎'}, {'word': '慎言慎行', 'text': '言行都十分小心注意'}, {'word': '慎小事微', 'text': '谨慎对待微小的事情'}, {'word': '慎缄', 'text': '小心谨慎,不说或少说话'}, {'word': '慎小谨微', 'text': '对细小的事也小心对待。'}]}, {'content': '警惕。', 'detail': [{'text': '载舟覆舟,所宜深慎。', 'book': '唐·魏征《谏太宗十思疏》'}], 'words': [{'word': '慎微', 'text': '警惕于事物细微之处。'}]}, {'content': '与“勿”、“毋”、“莫”等连用表示禁戒,相当于“务必”、“千万”等。', 'detail': [{'text': '慎勿学哥舒。', 'book': '杜甫《潼关吏》'}, {'text': '多谢后世人,戒之慎勿忘!', 'book': '《玉台新咏·古诗为焦仲卿妻作》'}]}, {'same': '顺', 'content': '顺从,顺应;遵循,依顺。', 'detail': [{'text': '本察仁义之本,天之意,不可不慎也。', 'book': '《墨子·天志中》'}, {'text': '夫侵主而产怨,此失君之所慎也。', 'book': '《管子·任法》'}, {'text': '主安近之,则慎比而不邪。', 'book': '《荀子·仲尼》'}, {'text': '百官慎职,而莫敢愉綖。', 'book': '《吕氏春秋·勿躬》'}, {'text': '不足,此皆所以慎产也。', 'book': '《韩非子·外储说右上》'}, {'text': '媚兹一人,应侯慎德。', 'book': '《淮南子·缪称》'}], 'words': [{'word': '慎比', 'text': '顺从亲近'}, {'word': '慎产', 'text': '顺其求生的欲望。'}]}]}",[左右],心真,[左右]心真,左侧心，右侧真
陌,8,mò,阝,2,H2,"['阜 百', '阝 百']",左右结构,左窄右宽,陌,1318.0,mò,"{'pinyin': 'mò', 'explanations': [{'content': '(形声。从阜(fù),百声。阜,土山,与地形有关。本义:田间小路)。'}, {'content': '田间东西方向的小路。也泛指田间小路。', 'detail': [{'text': '为田开阡陌封疆,而赋税平。', 'book': '《史记·商君列传》'}, {'text': '阡陌交通,鸡犬相闻。', 'book': '陶渊明《桃花源记》'}], 'words': [{'word': '南陌', 'text': '南方的田间小路'}, {'word': '陌路', 'text': '田间的小路'}, {'word': '陌头', 'text': '路旁。'}]}, {'content': '泛指道路。', 'detail': [{'text': '素骥鸣广陌,慷慨送我行。', 'book': '陶潜《咏荆轲》'}, {'text': '越陌度阡,枉用相存。', 'book': '曹操《短歌行》'}], 'words': [{'word': '陌头杨柳'}]}, {'content': '田野。', 'detail': [{'text': '蹑足行伍之间,而倔起阡陌之中。', 'book': '贾谊《过秦论》'}]}, {'content': '街道。', 'detail': [{'text': '寻常巷陌,人道寄奴曾住。', 'book': '辛弃疾《永遇乐·京口北固亭怀古》'}]}, {'content': '用于钱,指一百文。', 'same': '佰', 'detail': [{'text': '又官库出纳缗钱,皆以八十为陌。', 'book': '《旧五代史·王章传》'}, {'text': '三分天下犹嫌小,一陌黄钱值几文?', 'book': '《蠖斋诗话》'}, {'text': '张氏早使敬济拿五两银子,几陌金银钱纸,往门外与长老,替他父亲念经。', 'book': '《金瓶梅词话》'}]}, {'content': '用于旧时祭奠所烧的纸钱,约相当于“叠”。', 'detail': [{'text': '烧不了的纸钱,与窦娥烧一陌儿。', 'book': '关汉卿《窦娥冤》'}], 'words': [{'word': '陌钱', 'text': '纸钱。'}]}]}",[左右],阜百,[左右]阜百,左部阜，右部百
县,7,xuán,厶,0,B0,['且 厶'],上下结构,上下结构,县,720.0,xuán,"{'pinyin': 'xuán', 'explanations': [{'content': '系挂。', 'detail': [{'text': '縣,系也。从系,持县会意。', 'book': '《说文》。'}, {'text': '骊姬请使申,处曲沃以速縣。', 'book': '《国语·晋语》。注:“缢也。”'}, {'text': '不狩不猎,胡瞻尔庭有县鹑兮?', 'book': '《诗·魏风·伐檀》'}, {'text': '尔庭有县特兮。'}, {'text': '尔庭有县鹑兮。'}], 'words': [{'word': '县令', 'text': '高悬的命令。即“高名”、“虚名”'}, {'word': '县车', 'text': '悬挂缰绳,停放车子不用。比喻退隐不再出仕。'}]}, {'content': '维系;拴系;系联。', 'detail': [{'text': '县联房植。', 'book': '《淮南子·本经》'}, {'text': '县棺而封。', 'book': '《礼记·檀弓》'}], 'words': [{'word': '县绝', 'text': '悬系之绳断绝'}, {'word': '县联', 'text': '椽子和屋檐木相接之处。'}]}, {'content': '揭示;颁立。', 'detail': [{'text': '县法以诱民。', 'book': '《汉书·食货志》'}], 'words': [{'word': '县法', 'text': '古代公布法令,皆悬在阙下,使众周知,故以称颁布法令。'}]}, {'content': '古称悬挂的乐器,如钟磬等。', 'detail': [{'text': '正乐縣之位。', 'book': '《周礼·小胥》。注:“谓钟磬之属。”'}], 'words': [{'word': '县垂', 'text': '指钟磬等悬挂乐器'}, {'word': '县兴', 'text': '奏钟磬之类的乐器'}, {'word': '县磬', 'text': '悬挂的磬。喻空无所有,贫困之极。'}]}, {'content': '秤锤。', 'detail': [{'text': '故衡诚縣不可欺以轻重。', 'book': '《礼记·经解》。注:“谓锤也。”'}], 'words': [{'word': '衡县', 'text': '秤锤。'}]}, {'content': '远,悬殊。', 'detail': [{'text': '县隔千里。', 'book': '《汉书·高帝纪》'}, {'text': '此古之所谓县解也。', 'book': '《庄子·大宗师》。向注:“无所系也。”'}], 'words': [{'word': '县隔', 'text': '相隔很远或差别很大。同“悬隔”'}, {'word': '县久', 'text': '历时久长'}, {'word': '县远', 'text': '悬殊;距离遥远。'}]}]}",[上下],且厶,[上下]且厶,高处且，低处厶
碌,13,liù,石,1,H2,['石 录'],左右结构,左窄右宽,碌,2882.0,liù,"{'pinyin': 'liù', 'explanations': [{'content': '石制的圆柱形农具用来轧谷物,平场地。', 'words': [{'word': '碌碡', 'text': '农具，用来轧脱谷粒或轧平场院。'}]}]}",[左右],石录,[左右]石录,左部石，右部录
恶,10,ě,心,1,B3,['亚 心'],上下结构,上大下小,恶,1829.0,ě,"{'pinyin': 'ě', 'explanations': [{'content': '要呕吐的感觉', 'words': [{'word': '恶心', 'text': '亦指对人和事的厌恶态度。'}]}]}",[上下],亚心,[上下]亚心,高处亚，低处心
唬,11,xià,口,2,H2,['口 虎'],左右结构,左窄右宽,唬,2281.0,xià,"{'pinyin': 'xià', 'explanations': [{'content': '恐惧,害怕。', 'detail': [{'text': '唬得目瞪口呆。', 'book': '《红楼梦》'}], 'same': '吓', 'words': [{'word': '唬杀', 'text': '吓死;吓坏了。'}]}]}",[左右],口虎,[左右]口虎,左手的口温柔细腻，右手的虎力量十足
划,6,huà,刂,0,H3,"['戈 刀', '戈 刂']",左右结构,左宽右窄,划,407.0,huà,"{'pinyin': 'huà', 'explanations': [{'content': '(会意。从画(划分),从刀。“画”亦兼表读音。本义:割开,分开。按:“划”和“劃”古代是意义不同的两个字。“划”,读作huá,是个从戈、从刀的形声字,意思是“拔水前进”,如“划舟”、“划桨”等。而“割开”、“分开”等意义古代都写作劃,不写作“划”。现在“劃”简化为“划”)。'}, {'content': '划分。', 'detail': [{'text': '划,锥刀曰划。', 'book': '《说文》'}, {'text': '划,锥刀刻。', 'book': '《广韵》'}], 'words': [{'word': '划指', 'text': '比划'}, {'word': '划地为牢', 'text': '指限制在一定范围内'}, {'word': '划成分;划界'}]}, {'content': '汉字的一笔。尤指一横。', 'same': '画'}]}",[左右],戈刀,[左右]戈刀,左边戈，右边刀
卡,5,kǎ,丨,1,B0,"['上 卜', '上 下']",上下结构,上下结构,卡,226.0,kǎ,"{'pinyin': 'kǎ', 'explanations': [{'content': '卡路里的简称。'}]}",[上下],上卜,[上下]上卜,顶端上，基底卜
努,7,nǔ,力,1,B0,['奴 力'],上下结构,上下结构,努,924.0,nǔ,"{'pinyin': 'nǔ', 'explanations': [{'content': '(形声。从力,奴声。本义:勉力,出力)。'}, {'content': '同本义。', 'detail': [{'text': '少壮不努力,老大徒伤悲。', 'book': '《乐府诗集·长歌行》'}], 'words': [{'word': '努筋拔力', 'text': '竭尽全力;费了很大的力。'}]}, {'content': '向外突出。', 'detail': [{'text': '却才见押司努嘴过来。', 'book': '《水浒传》'}], 'words': [{'word': '努唇胀嘴', 'text': '撅着嘴,表示不高兴的样子'}, {'word': '努咀', 'text': '撅嘴;以嘴示意'}, {'word': '努目', 'text': '努眼。把眼睛张大,使眼球突出'}, {'word': '努嘴胖唇', 'text': '鼓嘴凸唇。形容不高兴'}, {'word': '努臂', 'text': '努膊。伸臂。'}]}]}",[上下],奴力,[上下]奴力,高处奴，低处力
岔,7,chà,山,1,B0,['分 山'],上下结构,上下结构,岔,802.0,chà,"{'pinyin': 'chà', 'explanations': [{'content': '(会意。从山,从分。本义:山脉分岐的地方)。'}]}",[上下],分山,[上下]分山,上分与下山
爹,10,diē,父,1,B0,['父 多'],上下结构,上下结构,爹,1985.0,diē,"{'pinyin': 'diē', 'explanations': [{'content': '(形声。从父,多声。本义:父亲)。'}, {'content': '对老者、长者的尊称。', 'detail': [{'text': '女(徐七娘)常呼项[四郎] 为阿爹…', 'book': '王明清《摭青杂说》'}]}, {'content': '旧时对官长的尊称或作官长的代称。', 'detail': [{'text': '比及爹有这个心,小人打听在肚里了。', 'book': '关汉卿《鲁斋郎》'}]}]}",[上下],父多,[上下]父多,星空父辽阔无垠，大地多宽广无际
艾,5,ài,艹,2,B2,"['草 乂', '艸 乂', '艹 乂']",上下结构,上小下大,艾,207.0,ài,"{'pinyin': 'ài', 'explanations': [{'content': '(形声。本义:草名)。'}, {'content': '即艾蒿 。一种菊科的多年生草本植物(Artemisia argyi),叶制成艾绒,供针灸用。', 'detail': [{'text': '艾,冰台也。', 'book': '《说文》'}, {'text': '削冰令圆举以向日,干艾于后,承其景则得火,故曰冰台。', 'book': '《博物志》'}, {'text': '彼采艾兮,一日不见,如三岁兮。', 'book': '《诗·王风·采葛》'}, {'text': '求三年之艾也。', 'book': '《孟子》。'}], 'words': [{'word': '艾人', 'text': '用艾草结成的草人。旧俗在端午节以艾人悬挂于门上,可以避邪除毒。'}]}, {'content': '老年,对老年人的敬称。', 'detail': [{'text': '有幼、壮、艾之期。', 'book': '刘禹锡《送鸿举师游江南引》'}, {'text': '五十曰艾,服官政。', 'book': '《礼记》。郑玄注:“艾,老也。”'}, {'text': '搜索稚与艾,惟存跛无目。', 'book': '梅尧臣《田家语》。'}], 'words': [{'word': '艾老', 'text': '五十岁以上的老人。'}]}, {'content': '漂亮的人。', 'detail': [{'text': '国君好艾(此指男色),大夫殆。', 'book': '《国语·晋语》'}, {'text': '积得些金帛,娶了些娇艾。', 'book': '《桃花扇》。'}], 'words': [{'word': '艾色', 'text': '美丽;漂亮。多指女色。'}]}, {'content': '小人。', 'detail': [{'text': '何昔日之芳草兮,今直为此萧艾也。', 'book': '屈原《离骚》'}]}, {'content': '老。', 'detail': [{'text': '既定尔娄猪,盍归吾艾豭?', 'book': '《左传·定公十四年》。'}], 'words': [{'word': '艾孀', 'text': '老寡妇'}, {'word': '艾孀', 'text': '老公猪。'}]}, {'content': '艾草的颜色。即苍白色或绿色。', 'detail': [{'text': '赐驳犀具剑、佩刀、紫艾绶、玉玦各一。', 'book': '《后汉书·冯鲂传》。'}], 'words': [{'word': '艾绶', 'text': '绿色的印绶'}, {'word': '艾孀', 'text': '年老的寡妇。'}]}, {'content': '终止,断绝。', 'detail': [{'text': '夜如何其?夜未艾。', 'book': '《诗·小雅·庭燎》'}, {'text': '一旦运穷福艾。', 'book': '明·刘基《苦斋记》。'}], 'words': [{'word': '艾命', 'text': '舍弃生命'}, {'word': '艾艾', 'text': '说话结结巴巴。形容口吃的样子'}, {'word': '方兴未艾', 'text': '正在发展,一时不会停止。'}]}, {'content': '姓。'}]}",[上下],草乂,[上下]草乂,上方草，下方乂
耘,10,yún,耒,2,H0,['耒 云'],左右结构,左右结构,耘,1767.0,yún,"{'pinyin': 'yún', 'explanations': [{'content': '(形声。从耒(lěi),云声。本义:除草)。'}, {'content': '同本义。', 'detail': [{'text': '植杖而耘耔。', 'book': '晋·陶渊明《归去来兮辞》'}], 'words': [{'word': '耘艾', 'text': '耕耘与收割。艾同刈'}, {'word': '耘耔', 'text': '翻土除草,指农耕'}, {'word': '耘治', 'text': '锄草治田'}, {'word': '耘爪', 'text': '一种用于水田的除草工具'}, {'word': '耘秽', 'text': '铲除杂草'}, {'word': '耘籽', 'text': '泛指从事田间劳动。'}]}, {'content': '比喻辛勤攻读。', 'detail': [{'text': '勉哉耘其业,以待岁晚收。', 'book': '唐·韩愈《送刘师服》'}]}, {'content': '培土。', 'detail': [{'text': '掘荃蕙与射干兮,耘藜藿与蓑荷。', 'book': '《楚辞》'}]}]}",[左右],耒云,[左右]耒云,左侧耒浓烈，右侧云淡雅
侣,8,lǚ,亻,2,H2,"['人 吕', '亻 吕']",左右结构,左窄右宽,侣,1146.0,lǚ,"{'pinyin': 'lǚ', 'explanations': [{'content': '(形声。从人,吕声。本义:伴侣,同伴) 同本义。', 'detail': [{'text': '命俦啸侣,或戏清流,或翔神渚。', 'book': '曹植《洛神赋》'}, {'text': '我来无伴侣,把酒对南山。', 'book': '唐·韩愈《把酒》'}, {'text': '故人念我寡徒侣,持用赠我比知音。', 'book': '唐·韩愈《利剑》'}, {'text': '以元侣悲。', 'book': '清·林觉民《与妻书》'}, {'text': '告其故侣。', 'book': '清·侯方域《壮悔堂文集》'}, {'text': '携来百侣曾游。', 'book': '毛泽东《游泳》'}], 'words': [{'word': '仙侣;僧侣', 'text': '出家修行的佛教徒'}, {'word': '侣俦', 'text': '朋友。'}]}, {'content': '结为伴侣;陪伴。', 'detail': [{'text': '侣鱼虾而友麋鹿。', 'book': '苏轼《赤壁赋》'}], 'words': [{'word': '侣行', 'text': '结伴而行。'}]}]}",[左右],人吕,[左右]人吕,左手的人温柔细腻，右手的吕力量十足
艾,5,yì,艹,2,B2,"['草 乂', '艸 乂', '艹 乂']",上下结构,上小下大,艾,207.0,yì,"{'pinyin': 'yì', 'explanations': [{'content': '刈割;斩除。', 'detail': [{'text': '一年不艾,而百姓饥。', 'book': '《谷梁传·庄公二十八年》'}], 'same': '刈', 'words': [{'word': '艾命', 'text': '舍生;捐躯。'}]}, {'content': '治理;安定。', 'detail': [{'text': '或肃或艾。', 'book': '《诗·小雅·小旻》'}, {'text': '海内艾安,府库充实。', 'book': '《汉书》'}], 'same': '乂', 'words': [{'word': '艾安', 'text': '民生安定,宇内承平。'}]}]}",[上下],草乂,[上下]草乂,上方草，下方乂
卧,8,wò,卜,1,H0,['臣 卜'],左右结构,左右结构,卧,1037.0,wò,"{'pinyin': 'wò', 'explanations': [{'content': '(会意。从人臣。“臣”是竖立的眼睛。本义:人伏在几案上休息,眼睛呈竖立形)。'}, {'content': '同本义。', 'detail': [{'text': '坐而言,不应,隐几而卧。', 'book': '《孟子》。焦循正义:“卧与寝异,寝于床,卧于几。统言之则不别。”'}, {'text': '一生伏案卧。', 'book': '清·方苞《左忠毅公逸事》'}]}, {'content': '躺;卧而不眠。', 'detail': [{'text': '弛然而卧。', 'book': '唐·柳宗元《捕蛇者说》'}, {'text': '溪头卧剥莲蓬。', 'book': '宋·辛弃疾《清平乐·村居》'}, {'text': '卧听风吹雨。', 'book': '宋·陆游《十一月四日风雨大作》'}, {'text': '僵卧孤村不自哀。', 'book': '宋·陆游《示儿》'}, {'text': '或立或卧。', 'book': '清·薛福成《观巴黎油画记》'}], 'words': [{'word': '卧冰', 'text': '卧于冰上。古孝子卧冰事母的故事'}, {'word': '卧碑', 'text': '规矩。原指明清两代在明伦堂立的石碑,上面刻着约束生员的条文'}, {'word': '卧治', 'text': '躺着治事。指无为而治'}, {'word': '卧佛', 'text': '横卧的佛像。即释迦的涅槃像'}, {'word': '卧理', 'text': '躺着理事。同“卧治”'}, {'word': '卧苫枕块', 'text': '卧于草垫上,以土块作枕头。指人子守父母之丧而言。同“寝苫枕块”'}, {'word': '卧甲', 'text': '不解甲而卧。有枕戈待敌之意。'}]}, {'content': '眠,睡。', 'detail': [{'text': '暮卧则梦闻。', 'book': '《论衡·订鬼》'}], 'words': [{'word': '卧不安席', 'text': '睡不安宁。形容心事重重'}, {'word': '卧处', 'text': '指睡卧起居;寝卧之所'}, {'word': '卧起', 'text': '寝卧和起身。多指日常生活诸事'}, {'word': '卧榻之侧', 'text': '床铺旁边。比喻距离很近或在自己的管辖范围之内。'}]}, {'content': '倒伏;横陈。', 'detail': [{'text': '长桥卧波。', 'book': '唐·杜牧《阿房宫赋》'}, {'text': '横卧一楫。', 'book': '明·魏学洢《核舟记》'}], 'words': [{'word': '卧辙', 'text': '卧于道路上阻止行车。后用作挽留去职官吏的用语'}, {'word': '卧骨', 'text': '谓死于沙场'}, {'word': '卧翻', 'text': '将牲兽翻倒。'}]}, {'content': '燠,暖。', 'detail': [{'text': '屈木为棬,以张生绢袋子,滤热乳,著瓦瓶子中卧之。', 'book': '《齐民要术》'}]}, {'content': '趴伏。', 'detail': [{'text': '卧右膝。', 'book': '明·魏学洢《核舟记》'}]}]}",[左右],臣卜,[左右]臣卜,左部臣，右部卜
蜘,14,zhī,虫,1,H2,['虫 知'],左右结构,左窄右宽,蜘,3108.0,zhī,"{'pinyin': 'zhī', 'explanations': [{'content': '节肢动物，身体圆形或长圆形，分头胸和腹两部，有触须和脚四对。肛门分泌的黏液凝成细丝，用来结网捕食昆虫。', 'refer': '蜘蛛'}]}",[左右],虫知,[左右]虫知,左部虫，右部知
圈,11,quān,囗,1,Q0,['囗 卷'],全包围结构,全包围,圈,2302.0,quān,"{'pinyin': 'quān', 'explanations': [{'content': '曲木做成的饮器。', 'detail': [{'text': '毋没而杯圈不能饮焉,口泽之气存焉尔!', 'book': '《礼记》'}], 'same': '棬'}, {'content': '注:“屈木所为,谓厄匜之属。”。', 'detail': [{'text': '似圈似臼。', 'book': '《庄子·齐物论》'}]}, {'content': '圈子,环行物。', 'detail': [{'text': '天下为之圈。', 'book': '《淮南子·原道》'}], 'words': [{'word': ' 眼圈;画个圈;银项圈;包围圈'}]}, {'content': '区域;范围。', 'detail': [{'text': '是故有生于无,实出于虚,天下为之圈,则名实同居。', 'book': '《淮南子》'}]}, {'content': '用圈作记号。', 'detail': [{'text': '圈去到字。', 'book': '宋·洪迈《容斋续笔》'}, {'text': '复圈去而改为入。'}], 'words': [{'word': '圈声', 'text': '用红笔在句子停顿处加圈'}, {'word': '圈占', 'text': '划定界限并占领之。'}]}]}",[全包围],囗卷,[全包围]囗卷,外圈囗环绕，中芯卷坚守
瞻,18,zhān,目,2,H2,['目 詹'],左右结构,左窄右宽,瞻,3441.0,zhān,"{'pinyin': 'zhān', 'explanations': [{'content': '(形声。从目,詹(zhān)声。本义:向远处或向高处看)。'}, {'content': '同本义。', 'detail': [{'text': '瞻,临视也。', 'book': '《说文》'}, {'text': '瞻,视也。', 'book': '《尔雅》'}, {'text': '瞻望弗及。', 'book': '《诗·邶风·燕燕》'}, {'text': '瞻彼日月。', 'book': '《诗·邶风·雄雉》'}, {'text': '瞻前而顾后兮。', 'book': '《楚辞·离骚》。注:“观也。”'}, {'text': '不狩不猎,胡瞻尔庭有悬狟兮?', 'book': '《诗·魏风·伐檀》'}, {'text': '乃瞻衡宇,载欣载奔。', 'book': '晋·陶潜《归去来兮辞》'}, {'text': '乃瞻衡宇。'}, {'text': '细瞻景状。', 'book': '《聊斋志异·促织》'}], 'words': [{'word': '观瞻', 'text': '外观和对外观发生的反应'}, {'word': '高瞻远瞩;瞻略', 'text': '谋略;智谋'}, {'word': '瞻眄', 'text': '观看,察看'}, {'word': '瞻相', 'text': '观察'}, {'word': '瞻视', 'text': '观看;顾盼'}, {'word': '瞻察', 'text': '观察'}, {'word': '瞻览', 'text': '观看,观览。'}]}, {'content': '仰慕。', 'detail': [{'text': '维此惠君,民人所瞻。', 'book': '《诗·大雅·桑柔》'}], 'words': [{'word': '瞻谒', 'text': '瞻仰晋见'}, {'word': '瞻迎', 'text': '瞻仰欢迎'}, {'word': '瞻奉', 'text': '恭敬侍奉。'}]}]}",[左右],目詹,[左右]目詹,左侧目浓烈，右侧詹淡雅
豫,15,yù,豕,2,H0,['予 象'],左右结构,左右结构,豫,3313.0,yù,"{'pinyin': 'yù', 'explanations': [{'content': '(形声。从象,予声。本义:大象)。'}, {'content': '同本义。', 'detail': [{'text': '豫,象之大者。', 'book': '《说文》'}, {'text': '豫焉若冬涉川。', 'book': '《老子》。范应元注:“豫,象属。”'}]}, {'content': '地名。豫州,古九州之一 。其地包括今河南省和湖北省北部。', 'detail': [{'text': '指通豫南。', 'book': '《列子·汤问》'}]}, {'content': '今河南省的简称 。因古为豫州地而得名。'}, {'content': '假借为“娱”。快乐。', 'detail': [{'text': '豫,乐也。', 'book': '《尔雅》'}, {'text': '豫,悦豫也。', 'book': '《易·豫卦》释文。郑注:“豫,喜豫说乐之貌也。”'}, {'text': '心中和悦谓之豫。', 'book': '《珠丛》'}, {'text': '何问之不豫也?', 'book': '《庄子·应帝王》'}, {'text': '夫子若有不豫色然。', 'book': '《孟子·公孙丑下》。注:“颜色不悦也。”'}, {'text': '说豫娩泽。', 'book': '《荀子·礼论》。注:“豫,乐也。”'}, {'text': '致令皇帝受惊,圣躬不豫,实属罪大恶极。', 'book': '《痛史》'}], 'words': [{'word': '豫附', 'text': '心悦诚服而来归附。'}]}, {'content': '安乐;舒服。', 'detail': [{'text': '或乃奢侈逸豫,务广第宅。', 'book': '《汉书·成帝纪》'}]}, {'content': '出游 ,特指皇上秋日出巡。', 'detail': [{'text': '度秋豫以收成。', 'book': '张衡《东京赋》'}]}, {'content': '游乐,嬉戏。', 'detail': [{'text': '逸豫可以亡身。', 'book': '欧阳修《新五代史》'}], 'words': [{'word': '豫怠', 'text': '逸乐怠惰。'}]}, {'content': '参与。', 'detail': [{'text': '豫,与“與”通。', 'book': '《正韵》'}, {'text': '楚灵会申,亦来豫盟。', 'book': '《后汉书·乐夷传》'}], 'words': [{'word': '豫政', 'text': '参与政事。'}]}, {'detail': [{'text': '真像个豫逃兵火的样子。', 'book': '《洪秀全演义》'}], 'same': '欲'}, {'same': '预', 'content': '预先,事先', 'detail': [{'text': '重门击柝,以待暴客,盖取诸豫。', 'book': '《易·系辞下》'}], 'words': [{'word': '豫先', 'text': '预先,早先'}, {'word': '豫言', 'text': '预先说尚未发生的事'}, {'word': '豫防', 'text': '事先防范'}, {'word': '豫见', 'text': '事情还未发生就预先知道'}, {'word': '豫知', 'text': '预先知晓。'}]}, {'content': '乐意。', 'detail': [{'text': '将相和则士豫附。', 'book': '班固《汉书》'}]}, {'content': '姓。'}]}",[左右],予象,[左右]予象,左岸予波涛汹涌，右岸象波澜不惊
现,8,xiàn,见,0,H0,"['玉 见', '王 见']",左右结构,左右结构,现,949.0,xiàn,"{'pinyin': 'xiàn', 'explanations': [{'content': '(形声。从玉,见声。本义:出现)。'}, {'content': '同本义(明显看得见)。', 'detail': [{'text': '现,俗见字。', 'book': '《广韵》'}, {'text': '东坡现右足。', 'book': '明·魏学洢《核舟记》'}], 'words': [{'word': '现弄', 'text': '在人面前炫示自己'}, {'word': '现化', 'text': '佛教所称佛或菩萨在人间显现的化身'}, {'word': '现示', 'text': '显示。'}]}, {'content': '见。', 'detail': [{'text': '帝宣,三人借袍现帝。', 'book': '《三国志平话》'}]}, {'content': '玉光。', 'detail': [{'text': '现,玉光。', 'book': '《集韵》'}]}, {'content': '次于玉的石。', 'detail': [{'text': '现,石之次玉者。', 'book': '《集韵》'}]}, {'content': '现在,眼前。', 'detail': [{'text': '那世里造的孽,这会子现世现报。', 'book': '《红楼梦》'}], 'words': [{'word': '现时报', 'text': '现世报'}, {'word': '现世生苗', 'text': '眼前就有效益'}, {'word': '现打不赊', 'text': '犹言立即惩处。'}]}]}",[左右],玉见,[左右]玉见,左面玉，右面见
侮,9,wǔ,亻,1,H2,"['人 每', '亻 每']",左右结构,左窄右宽,侮,1566.0,wǔ,"{'pinyin': 'wǔ', 'explanations': [{'content': '(形声。从人,每声。本义:轻慢,不敬重)。'}, {'content': '同本义。', 'detail': [{'text': '不侵侮。', 'book': '《礼记·曲礼》'}], 'words': [{'word': '侮易', 'text': '轻慢。'}, {'word': '侮慢', 'text': '轻侮傲慢,不敬重他人'}, {'word': '侮忽', 'text': '轻视,轻慢'}, {'word': '侮法', 'text': '藐视和歪曲法令'}, {'word': '侮笑', 'text': '轻慢嘲笑'}, {'word': '侮傲', 'text': '傲视和轻慢他人,没有礼貌'}, {'word': '侮诮', 'text': '以轻慢的态度加以讥嘲'}, {'word': '侮剧', 'text': '轻慢戏弄'}, {'word': '侮薄', 'text': '轻视;鄙薄。'}]}, {'content': '欺负。', 'detail': [{'text': '不侮鳏寡。', 'book': '《左传·昭公元年》'}, {'text': '有侮臣者。', 'book': '《墨子·公输》'}, {'text': '犯笑侮。', 'book': '唐·柳宗元《柳河东集》'}], 'words': [{'word': '侮手', 'text': '动手;对打'}, {'word': '侮谇', 'text': '欺侮斥责'}, {'word': '侮夺', 'text': '侮慢他人,侵夺他人所有之物'}, {'word': '侮害', 'text': '欺侮侵害'}, {'word': '侮折', 'text': '欺侮折辱'}, {'word': '侮文', 'text': '歪曲法律条文以行私作恶。'}]}, {'content': '用手遮盖。', 'detail': [{'text': '侮着眼只是啼哭。', 'book': '《二刻拍案惊奇》'}], 'same': '捂', 'words': [{'word': '侮眼啼哭', 'text': '捂着眼睛,掩面哭泣。'}]}, {'content': '古时奴婢的贱称。', 'detail': [{'text': '秦晋之间骂奴婢曰侮。', 'book': '《方言》'}]}]}",[左右],人每,[左右]人每,左边人，右边每
