字符,笔画数,拼音,偏旁部首,频率,结构代码,拆字,结构方式,间架比例,char,index,pinyin,pronunciation_details,结构谜底,拆字谜底,谜底,字谜
粥,12,yù,米,1,M0,['弓 米 弓'],左中右结构,左中右结构,粥,2803.0,yù,"{'pinyin': 'yù', 'explanations': [{'content': '卖。', 'detail': [{'text': '则使其贾粥之。', 'book': '《周礼·巫马》'}, {'text': '不粥祭器。', 'book': '《礼记·曲礼下》'}, {'text': '田里不粥。', 'book': '《礼记·王制》'}], 'same': '鬻'}, {'content': '又。', 'detail': [{'text': '戎器不粥于市。'}], 'words': [{'word': '粥画', 'text': '卖画的。'}]}, {'content': '养育。', 'detail': [{'text': '初俊羔助厥母粥。俊也者大也,粥也者养也。', 'book': '《大戴礼记》'}]}, {'content': '嫁出。', 'detail': [{'text': '请粥庶弟之母。', 'book': '《礼记》。郑玄注:“粥,谓嫁之也。”'}]}]}",[左中右],弓米弓,[左中右]弓米弓,左边是弓，中间是米，右边是弓
都,10,dōu,阝,0,H3,"['者 邑', '者 阝']",左右结构,左宽右窄,都,1801.0,dōu,"{'pinyin': 'dōu', 'explanations': [{'content': '全部。'}, {'content': '表示全部包括在内。', 'detail': [{'text': '渐黄昏,清角吹寒,都在空城。', 'book': '姜夔《扬州慢》'}, {'text': '常愿天下有情人都成眷属。', 'book': '清·林觉民《与妻书》'}], 'words': [{'word': '你的话并不都对;都子', 'text': '乞丐'}, {'word': '都把势', 'text': '总头目。'}]}]}",[左右],者邑,[左右]者邑,左手创者，右手绘邑
打,5,dǎ,扌,0,H2,"['手 丁', '扌 丁', '才 丁']",左右结构,左窄右宽,打,196.0,dǎ,"{'pinyin': 'dǎ', 'explanations': [{'content': '(形声。从手,丁声。本义:击)。'}, {'content': '同本义。', 'detail': [{'text': '打,击也。', 'book': '《说文新附》'}, {'text': '身世浮沉雨打萍。', 'book': '宋·文天祥《过零丁洋》'}], 'words': [{'word': '用棍打狗;打拍', 'text': '敲击'}, {'word': '打火刀', 'text': '用来敲打火石的刀形铁片。'}]}, {'content': '往;去。', 'detail': [{'text': '你打华州,须从这条路走。', 'book': '《水浒传》'}]}, {'content': '制造;建造。', 'detail': [{'text': '九子不葬父,一女找荆棺。', 'book': '《荆棺峡谵》'}], 'words': [{'word': '打船', 'text': '造船。'}]}, {'content': '砍;割。', 'detail': [{'text': '只在左近人家佣工,替人家挑土打柴。', 'book': '《儒林外史》'}]}, {'content': '除去。', 'detail': [{'text': '风流总被雨打风吹去。', 'book': '宋·辛弃疾《永遇乐·京口北固亭怀古》'}]}, {'content': '又如:打麦(用工具使麦子去皮或脱粒);打灭(打消;消除;消灭)。'}, {'content': '摇荡。', 'detail': [{'text': '西江水阔吴山远,却打船头向北行。', 'book': '王建《扬州寻张籍不见》'}]}, {'content': '武术 。如:教打;练打。亦指京剧里指武打。如:唱、做、念、打。'}]}",[左右],手丁,[左右]手丁,左手创手，右手绘丁
涧,10,jiàn,氵,2,H2,"['水 间', '氵 间']",左右结构,左窄右宽,涧,2082.0,jiàn,"{'pinyin': 'jiàn', 'explanations': [{'content': '(形声。从水,间声。本义:夹在两山间的水沟)。'}, {'content': '同本义。', 'detail': [{'text': '涧,山夹水也。', 'book': '《说文》'}, {'text': '于涧之中。', 'book': '《诗·召南·采蘩》'}, {'text': '时鸣春涧中。', 'book': '唐·王维《鸟鸣涧》'}, {'text': '陕西大涧。', 'book': '宋·沈括《梦溪笔谈》'}, {'text': '溪涧。', 'book': '清·薛福成《观巴黎油画记》'}], 'words': [{'word': '涧谷', 'text': '溪涧山谷'}, {'word': '涧籁', 'text': '山涧的水声。'}]}, {'content': '古代数词。万万沟为涧,即1064。'}, {'content': '水名。', 'detail': [{'text': '一曰涧水,出宏农西安东南入洛。', 'book': '《说文》'}]}, {'content': '源出河南渑池县东北,东南流会渑水,东流经新安县南,到洛阳市西折,东南入洛河。'}]}",[左右],水间,[左右]水间,门的左扇，水装饰之美；门的右扇，间简约之雅
裂,12,liè,衣,1,B0,['列 衣'],上下结构,上下结构,裂,2595.0,liè,"{'pinyin': 'liè', 'explanations': [{'content': '(会意。从衣,从列,列亦声。本义:裁剪后的丝绸残余)。'}, {'content': '同本义。', 'detail': [{'text': '裂,缯余也。', 'book': '《说文》'}, {'text': '垂带而厉(裂)。', 'book': '《诗·小雅·都人士》'}, {'text': '纪裂繻,公谷以履为之。', 'book': '《左传·隐公二年》'}], 'words': [{'word': '裂繻', 'text': '汉制,裂缯帛为符信,凭以出入关隘。'}]}, {'content': '裁剪;扯裂。', 'detail': [{'text': '裂,裁也。', 'book': '《广雅》'}, {'text': '裂裳帛而与之。', 'book': '《左传》'}, {'text': '旌旗裂。', 'book': '《资治通鉴·唐纪》'}, {'text': '娇儿恶卧踏里裂。', 'book': '唐·杜甫《茅屋为秋风所破歌》'}, {'text': '声如裂帛。', 'book': '唐·白居易《琵琶行(并序)》'}], 'words': [{'word': '裂帛', 'text': '撕裂布帛;裁剪布帛作为书信'}, {'word': '裂素', 'text': '裁剪白绢以绘画作文'}, {'word': '裂破', 'text': '撕坏'}, {'word': '裂裳', 'text': '撕裂衣裳。'}]}, {'content': '割,分。', 'detail': [{'text': '裂,分也。', 'book': '《广雅》'}, {'text': '裂地而封之。', 'book': '《庄子》'}], 'words': [{'word': '裂土', 'text': '割据土地'}, {'word': '裂石流云', 'text': '裂开山石,震动云霄。形容声音高昂响亮'}, {'word': '裂土', 'text': '给有功之臣分封土地'}, {'word': '裂饼', 'text': '分饼。亦指把所爱之物分赐他人'}, {'word': '裂地', 'text': '划分土地'}, {'word': '裂拆', 'text': '分裂,裂开。'}]}, {'content': '分裂;裂开。', 'detail': [{'text': '衣裳绽裂。', 'book': '《礼记·内则》'}, {'text': '道术将为天下裂。', 'book': '《庄子·天下》。注:“分离也。”'}, {'text': '目眦尽裂。', 'book': '《史记·项羽本记》'}, {'text': '四极废,九州裂。', 'book': '《淮南子》'}, {'text': '马首裂。', 'book': '明·魏禧《大铁椎传》'}, {'text': '股落腹裂。', 'book': '《聊斋志异·促织》'}], 'words': [{'word': '分裂', 'text': '整体的事物分开'}, {'word': '爆裂', 'text': '突然破裂'}, {'word': '裂眼', 'text': '形容极其愤怒的样子'}, {'word': '裂肤', 'text': '皮肤冻裂。形容严寒的样子'}, {'word': '裂冠毁冕', 'text': '碎裂其冠,毁坏其冕。比喻绝意仕进'}, {'word': '裂冕挂冠', 'text': '比喻抛弃冠晚,不再为官;挂冠求去,致仕归隐'}, {'word': '裂地', 'text': '地面坼裂;使地面开裂'}, {'word': '裂眦', 'text': '裂眥。因发怒而眼睛睁得极大,眼眶似乎要裂开。形容极其忿怒的神态'}, {'word': '裂绝', 'text': '破坏断绝'}, {'word': '烈敝', 'text': '破裂损坏。'}]}]}",[上下],列衣,[上下]列衣,上边承载列，下边承载衣
膏,14,gào,月,1,B0,"['高 肉', '高 月']",上下结构,上下结构,膏,3142.0,gào,"{'pinyin': 'gào', 'explanations': []}",[上下],高肉,[上下]高肉,火上高炽烈如歌，灰下肉沉静如诉
距,11,jù,足,1,H2,['足 巨'],左右结构,左窄右宽,距,2273.0,jù,"{'pinyin': 'jù', 'explanations': [{'content': '(形声。从足,巨声。本义:鸡爪)。'}, {'content': '同本义。', 'detail': [{'text': '距,鸡距也。', 'book': '《说文》'}, {'text': '后阺为之金距。', 'book': '《左传》'}, {'text': '不鸣不将无距。', 'book': '《汉书·五行志》。注:“距,鸡附足骨,斗时所用刺之。”'}, {'text': '虽有钩针芒距。', 'book': '《淮南子·原道》'}, {'text': '长皆及俎距。', 'book': '《仪礼·少牢礼》。注:“胫中当横节也。”'}, {'text': '公输之刻凤也,冠距未成。', 'book': '《列子》'}]}, {'content': '距离。', 'detail': [{'text': '距随长武。', 'book': '《仪礼·乡射礼记》'}], 'words': [{'word': '苗距;槽距;差距;焦距;行距;株距;距国', 'text': '介于大国之间,或两面受敌的国家'}, {'word': '距随', 'text': '古人射箭站立时两脚的间隔距离。'}]}, {'content': '倒刺。'}, {'content': '古代兵器锋刃上的倒刺。'}, {'content': '钓钩上的倒刺。'}, {'same': '拒'}, {'content': '抗拒;抵御。', 'detail': [{'text': '墨子九距之。', 'book': '《墨子·公输》'}, {'text': '密人不恭,敢距大邦。', 'book': '《诗·大雅·皇矣》'}, {'text': '断足以距难。', 'book': '《荀子·君道》'}, {'text': '楚闻之,发兵距之阳夏,不得前。', 'book': '《史记·高祖本纪》'}]}, {'content': '拒绝。', 'detail': [{'text': '闲先圣之道,距杨墨,放淫辞。', 'book': '《孟子·滕文公下》'}, {'text': '其无距言。', 'book': '《潜夫论·明闇》'}, {'text': '受而不距。', 'book': '《风俗通义·愆礼》'}, {'text': '距关,毋内诸侯。(距,与“拒”通,抵檝、守卫。)', 'book': '《史记·项羽本纪》'}], 'words': [{'word': '距捍', 'text': '抵抗防御'}, {'word': '距谏饰非', 'text': '不听劝谏,掩饰过错'}, {'word': '距关', 'text': '闭关据守'}, {'word': '距难', 'text': '拒绝并加以责难;抗拒祸患。'}]}, {'content': '离;距离。', 'detail': [{'text': '距小孤一里。', 'book': '宋·陆游《过小孤山大孤山》'}, {'text': '距其院东五里。', 'book': '宋·王安石《游褒禅山记》'}, {'text': '距洞百余步。'}, {'text': '距圆明园十里,有村曰谢庄。(距,距离。)', 'book': '清·徐珂《清稗类钞·战事类》'}]}, {'content': '至,到达。', 'detail': [{'text': '距陆而止。', 'book': '《庄子·渔父》'}]}]}",[左右],足巨,[左右]足巨,左手创足，右手绘巨
家,10,jiā,宀,0,B2,['宀 豕'],上下结构,上小下大,家,2099.0,jiā,"{'pinyin': 'jiā', 'explanations': [{'content': '(会意。甲骨文字形,上面是“宀”(mián),表示与室家有关,下面是“豕”,即猪。古代生产力低下,人们多在屋子里养猪,所以房子里有猪就成了人家的标志。本义:屋内,住所)。'}, {'content': '同本义。', 'detail': [{'text': '家,居也。从宀,豭省声。', 'book': '《说文》'}, {'text': '家人内也。', 'book': '《易·杂卦传》'}, {'text': '上地家七人。', 'book': '《周礼·小司徒》。注:“有夫有妇,然后为家。”'}, {'text': '夙夜浚明有家。', 'book': '《书·皋谟》'}, {'text': '开国承家。', 'book': '《易·师》'}, {'text': '室为夫妇所居,家谓一门之内。', 'book': '《诗·周南·桃夭》注'}, {'text': '便要还家,设酒杀鸡作食。', 'book': '陶潜《桃花源记》'}]}, {'content': '引申表示住宅、房屋。', 'detail': [{'text': '平原君家楼临民家。', 'book': '《史记·平原君虞卿列传》'}]}, {'content': '家庭,人家。', 'detail': [{'text': '数口之家,可以无饥矣。', 'book': '《孟子·梁惠王上》'}, {'text': '治天下之国若治一家。', 'book': '《墨子·尚同下》'}, {'text': '家半三军。', 'book': '《国语·晋语》'}, {'text': '视吾家所寡有者。', 'book': '《战国策·齐策四》'}, {'text': '长铗归来乎,无以为家!'}, {'text': '家绘像祀之。', 'book': '《明史》'}], 'words': [{'word': '养家;持家;安家;家第', 'text': '对对方家庭的敬称'}, {'word': '家数', 'text': '家族;武艺招数、招式'}, {'word': '家庙', 'text': '供奉祭祀祖先的祠堂'}, {'word': '家缘', 'text': '家业,家产'}, {'word': '家私', 'text': '家产'}, {'word': '家赀', 'text': '家私财产'}, {'word': '家计', 'text': '家业,家产。'}]}, {'content': '指夫或妻。', 'detail': [{'text': '女有家,男有室,无相渎也。', 'book': '《左传·桓公十八年》'}, {'text': '固乱流其鲜终兮,浞又贪夫厥家。', 'book': '《楚辞·离骚》'}], 'words': [{'word': '家婆', 'text': '家主婆;当家婆'}, {'word': '家公', 'text': '丈夫'}, {'word': '家花', 'text': '喻自己的妻子'}, {'word': '家婆', 'text': '妻子;主妇。'}]}, {'content': '大夫统治的政治区域,即卿大夫或卿大夫的采地食邑。', 'detail': [{'text': '丘也闻有国有家者。', 'book': '《论语·季氏》'}, {'text': '王曰:何以利吾国?大夫曰:何以利吾家?', 'book': '《孟子·梁惠王上》'}], 'words': [{'word': '家甲', 'text': '古时卿大夫的私人武装'}, {'word': '家主', 'text': '春秋时对卿大夫的称谓'}, {'word': '家老', 'text': '上古大夫家臣中的长者'}, {'word': '家臣', 'text': '春秋时各国卿大夫的臣属'}, {'word': '家邦', 'text': '本指家和国,亦泛指国家'}, {'word': '家国', 'text': '家与国,亦指国家。'}]}, {'content': '娘家。', 'detail': [{'text': '卿但暂还家。', 'book': '《玉台新咏·古诗为焦仲卿妻作》'}, {'text': '谢家来贵门。'}, {'text': '今日还家去。'}, {'text': '且暂还家去。'}]}, {'content': '学术或艺术流派。', 'detail': [{'text': '焚百家之言,以愚黔首。', 'book': '贾谊《过秦论》'}], 'words': [{'word': '家数', 'text': '流派风格;家法传统。多用于诗、文、技艺等'}, {'word': '家言邪学', 'text': '自成一家的偏见。儒家指儒家以外的学说。'}]}, {'content': '经营某种行业的人家或具有某种身分的人。', 'detail': [{'text': '农家少闲月。', 'book': '白居易《观刈麦》'}], 'words': [{'word': '农家;厂家;渔家;行家;东家;庄家'}]}, {'content': '掌握某种专门学识或从事某种工作、担任某种职务的人。', 'detail': [{'text': '地学之家。', 'book': '[英]赫胥黎著、严复译《天演论》'}], 'words': [{'word': '政治家;艺术家;专家;科学家;社会活动家;作家'}]}, {'content': '指某一集团或某一方面 。 如: 三家条约。'}, {'content': '家财,财产。', 'detail': [{'text': '皆没其家而迁之蜀。', 'book': '《史记·吕不韦列传》'}]}, {'content': '又如:分家;发家;家破人亡;抄家。'}, {'content': '朝廷。', 'detail': [{'text': '争先入公家。', 'book': '《吕氏春秋·贵卒》。注:“公之朝也。”'}]}, {'content': '又如:汉家(即汉朝);随家(即隋朝);家历(皇朝的历数)。'}, {'content': '都城。', 'detail': [{'text': '其国家,宫室、车旗、衣服、礼仪,皆以九为节。', 'book': '《周礼》。郑玄注:“国家,国之所居,谓城方也。”'}, {'text': '紫泉宫殿锁烟霞,欲取芜城作帝家。', 'book': '唐·李商隐《隋宫》'}]}, {'content': '帝王或太子。', 'detail': [{'text': '三家,三皇也。', 'book': '《后汉书·马融传》注'}]}, {'content': '又如:家吏(皇后或太子的官属)。'}, {'content': '古代医书上指患某种病的人。', 'detail': [{'text': '喘家,作桂枝汤,加厚朴、杏子佳。', 'book': '《伤寒论》'}]}, {'content': '私家的,个人的 ,与“公”相对。', 'detail': [{'text': '今大道既隐,天下为家。', 'book': '《礼记·礼运》'}, {'text': '家祭勿忘告乃翁。', 'book': '陆游《示儿》'}]}, {'content': '娶妻;成家。', 'detail': [{'text': '及少康之未家兮,留有虞之二姚。', 'book': '《楚辞·离骚》'}], 'words': [{'word': '家道', 'text': '成家之道。'}]}, {'content': '安家;定居。', 'detail': [{'text': '家,居其地曰家。', 'book': '《正志通》'}, {'text': '既去职,遂家于汝州。', 'book': '唐·韩愈《崔评事墓志铭》'}]}, {'content': '稼穑。种谷曰稼,收获曰穑。', 'detail': [{'text': '弊也者家也。', 'book': '《管子·侈靡》'}, {'text': '陶家事亲。', 'book': '《大戴礼·五帝德篇》'}], 'same': '稼'}]}",[上下],宀豕,[上下]宀豕,河的源头有宀的波涛，彼岸有豕的静谧
哪,9,něi,口,1,H2,['口 那'],左右结构,左窄右宽,哪,1515.0,něi,"{'pinyin': 'něi', 'explanations': [{'words': [{'word': '哪棵树?;哪帮人?'}]}]}",[左右],口那,[左右]口那,左翼口展飞之姿；右翼那平稳之态
六,4,liù,八,0,B0,['亠 八'],上下结构,上下结构,六,160.0,liù,"{'pinyin': 'liù', 'explanations': [{'content': '五加一的和。', 'detail': [{'text': '人道以六制。', 'book': '《管子·五行》'}, {'text': '六日不詹。', 'book': '《诗·小雅·采绿》'}, {'text': '六主律。', 'book': '《易·本命》'}, {'text': '夫六中色也。', 'book': '《国语·周语》'}, {'text': '六王毕,四海一。', 'book': '杜牧《阿房宫赋》'}], 'words': [{'word': '六礼', 'text': '中国古代婚姻需备的六种礼节:纳采、问名、纳吉、纳征、请期、亲迎'}, {'word': '六味', 'text': '指苦、酸、甘、辛、咸、淡等六种滋味'}, {'word': '六料', 'text': '原指稻、黍、稷、粱、麦、菽六谷,后为各种谷物的泛称'}, {'word': '六儿', 'text': '僮仆的泛称'}, {'word': '六丁六甲', 'text': '道教称供天帝役使的阴神为六丁,阳神为六甲'}, {'word': '六街三市', 'text': '泛称众多街市'}, {'word': '六曹', 'text': '指功曹、仓曹、户曹、兵曹、法曹、士曹。'}]}, {'content': '《易》卦之阴爻称为六。', 'detail': [{'text': '易之数,阴变于六,正于八,从入,从八。', 'book': '《说文》'}], 'words': [{'word': '初六', 'text': '由下而上的第一个阴爻'}, {'word': '上六', 'text': '最上一个即第六个阴爻'}, {'word': '六爻', 'text': '爻,是构成《易》卦的基本符号。每三爻会成一卦。两卦即是六爻'}, {'word': '六出', 'text': '雪花。因呈六角形。'}]}, {'content': '六次。', 'detail': [{'text': '六黜清能,六进否劣。', 'book': '《晋书·杜预传》'}]}, {'content': '工尺谱记音符号之一,表示音阶上的一级。', 'detail': [{'text': '其黄钟清用“六”字。', 'book': '《宋史》'}]}, {'content': '古国名 。周封皋陶的后代在六。在今安徽省六安县北。', 'detail': [{'text': '楚人灭六。', 'book': '《左传·文五年》'}]}, {'content': '姓。'}]}",[上下],亠八,[上下]亠八,上半部亠，下半部八
吱,7,zī,口,2,H2,['口 支'],左右结构,左窄右宽,吱,723.0,zī,"{'pinyin': 'zī', 'explanations': []}",[左右],口支,[左右]口支,弓的左侧，口待发之势；弓的右侧，支射出之力
酝,11,yùn,酉,2,H0,['酉 云'],左右结构,左右结构,酝,2236.0,yùn,"{'pinyin': 'yùn', 'explanations': [{'content': '(形声。从酉(yǒu),昷(wēn)声。简体字“云”声。从“酉”,与酒有关。本义:酿酒)。'}, {'content': '同本义。', 'detail': [{'text': '酝,酿也。', 'book': '《说文》'}, {'text': '壁也瓦瓮,白沴沴满贮村醪;架上磁瓶,香馥馥新开社酝。——《梼杌闲评——明珠缘》'}, {'text': '或秋藏冬发,或春醒夏成。', 'book': '曹植《曹子建集》'}, {'text': '酒则九酝醴,十旬兼清。', 'book': '张衡《南都赋》'}], 'words': [{'word': '酝酒', 'text': '酿酒'}, {'word': '酝户', 'text': '专事酿酒的人家'}, {'word': '酝造', 'text': '酿造,制作。'}]}, {'content': '逐渐造成。', 'detail': [{'text': '公盖酝百家之精,兼六朝秀,而一禀之。', 'book': '明·凌义渠《代贺吴云麓荣封序》'}]}, {'content': '酒。', 'detail': [{'text': '宜城酝始熟,阳翟曲新调。', 'book': '《随书》'}], 'words': [{'word': '酝醪', 'text': '酒酿'}, {'word': '酝香', 'text': '酒香'}, {'word': '酝熟', 'text': '酒己成熟。'}]}, {'content': '酒曲。', 'detail': [{'text': '酝,酒母也。', 'book': '《仓颉篇》'}]}]}",[左右],酉云,[左右]酉云,左部分酉，右部分云
体,7,tī,亻,0,H2,"['人 本', '亻 本']",左右结构,左窄右宽,体,770.0,tī,"{'pinyin': 'tī', 'explanations': [{'content': '亲近的,贴心的。', 'refer': '体己'}, {'content': '家庭成员个人积蓄的(指财物)。', 'refer': '体己钱'}, {'content': '私下里。', 'refer': '体已话'}]}",[左右],人本,[左右]人本,左翼人展飞之姿；右翼本平稳之态
祝,9,zhù,礻,1,H2,"['示 兄', '礻 兄']",左右结构,左窄右宽,祝,1712.0,zhù,"{'pinyin': 'zhù', 'explanations': [{'content': '(会意。甲骨文字形,象一个人跪在神前拜神、开口祈祷。从示,从儿口。“儿”是古文“人”字。本义:男巫,祭祀时主持祝告的人,即庙祝)。'}, {'content': '同本义。', 'detail': [{'text': '祝,祭主赞词者。', 'book': '《说文》'}, {'text': '兑为口为巫。', 'book': '《易》。按,祝所以悦神也。'}, {'text': '祝将命也。', 'book': '《礼记·郊特牲》'}, {'text': '祝,以孝告。嘏以慈告。', 'book': '《礼记·礼运》'}, {'text': '有大祝、小祝、丧祝、甸祝、诅祝。', 'book': '《周礼·夏官》注'}, {'text': '逸祝册。', 'book': '《书·洛诰》'}, {'text': '与巫祝共分其余钱持归。', 'book': '褚少孙《西门豹治邺》'}, {'text': '工祝招君,背行先些。', 'book': '《楚辞·招魂》。注:“男巫曰祝”'}], 'words': [{'word': '祝人', 'text': '古代掌祭祀的 '}, {'word': '巫祝', 'text': '巫婆师公'}, {'word': '祝伯', 'text': '掌宗庙祭祀之官'}, {'word': '祝宗', 'text': '古代主持祭祀祈祷者'}, {'word': '祝官', 'text': '古代掌管祭祀祝祷等事宜之官'}, {'word': '祝嘏', 'text': '祭祀时致祝祷之辞和传达神言的执事人。'}]}, {'content': '祭神的祈祷词。', 'detail': [{'text': '皇帝、皇后诣天神、地祗位,致奠;阖门读使读祝讫,复位坐。', 'book': '《辽史》'}], 'words': [{'word': '祝赞', 'text': '祝辞,祷告鬼神之文'}, {'word': '祝文', 'text': '古代祭祀神鬼或祖先的文辞'}, {'word': '祝规', 'text': '祝词中劝勉的话。'}]}, {'content': '祝贺。', 'detail': [{'text': '犀首跪行,为仪千秋之祝。', 'book': '《战国策》'}]}, {'content': '祷告,向鬼神求福。', 'detail': [{'text': '为仪千秋之祝。', 'book': '《战国策·齐策二》'}, {'text': '尸祝齐戒。', 'book': '《淮南子·说山》'}, {'text': '祭祀必祝。', 'book': '《战国策·赵策》'}, {'text': '望空代祝。', 'book': '《聊斋志异·促织》'}], 'words': [{'word': '祝罢', 'text': '祝祷完毕'}, {'word': '祝献师', 'text': '祈祷祭祀鬼神的巫师'}, {'word': '祝白', 'text': '祷告'}, {'word': '祝告', 'text': '祷告于神灵'}, {'word': '祝庇', 'text': '祝告神灵'}, {'word': '祝祓', 'text': '求告神录降福除灾'}, {'word': '祝神', 'text': '祝祷于神灵。'}]}, {'content': '向人祝颂。', 'detail': [{'text': '王为群臣祝。', 'book': '《吕氏春秋·乐成》'}, {'text': '纯老生日,大家公祝。', 'book': '《孽海花》'}], 'words': [{'word': '祝冥寿', 'text': '为死者祝寿'}, {'word': '祝全队成功;祝他晚安;祝典', 'text': '庆祝的典礼'}, {'word': '祝望', 'text': '祝愿和盼望'}, {'word': '祝报', 'text': '为人祝福,以报恩德'}, {'word': '祝意', 'text': '祝贺的心意'}, {'word': '祝庆', 'text': '庆祝,庆贺。'}]}, {'content': '断;断绝。', 'detail': [{'text': '南国之人,祝发而裸。', 'book': '《列子》'}, {'text': '子路死,子曰:“噫,天祝予!”', 'book': '《公羊传·哀公十四年》'}], 'words': [{'word': '祝发', 'text': '剃去头发为僧尼。'}]}]}",[左右],示兄,[左右]示兄,左部分示，右部分兄
臂,17,bei,月,1,B0,"['肉 辟', '月 辟']",上下结构,上下结构,臂,3434.0,bei,"{'pinyin': 'bei', 'explanations': [{'content': '——见“胳臂”(gēbei)。'}]}",[上下],肉辟,[上下]肉辟,上边承载肉，下边承载辟
挫,10,cuò,扌,2,H2,"['手 坐', '扌 坐', '才 坐']",左右结构,左窄右宽,挫,1805.0,cuò,"{'pinyin': 'cuò', 'explanations': [{'content': '(形声。从手,坐声。本义:折断;摧折)。'}, {'content': '同本义。', 'detail': [{'text': '挫,摧也。', 'book': '《说文》'}, {'text': '或挫或隳。', 'book': '《老子》'}, {'text': '而未尝有所挫也。', 'book': '《国语·吴语》。注:“毁折也。”'}], 'words': [{'word': '挫折', 'text': '劈断,折断'}, {'word': '挫顿', 'text': '摧折损伤。'}]}, {'content': '失败。', 'detail': [{'text': '挫我于内。', 'book': '《战国策·秦策》'}], 'words': [{'word': '挫顿', 'text': '挫败损伤'}, {'word': '挫过', 'text': '错过'}, {'word': '挫北', 'text': '败北,打败仗。'}]}, {'content': '挫伤,折伤。', 'detail': [{'text': '顿兵挫锐。', 'book': '《淮南子·脩务》'}, {'text': '锐而不挫。', 'book': '《淮南子·时则》'}, {'text': '蚊虫之声,闻则挫其精。', 'book': '《荀子·解蔽》'}], 'words': [{'word': '挫动', 'text': '打击;挫折'}, {'word': '挫诎', 'text': '摧挫贬黜'}, {'word': '挫强', 'text': '挫伤强敌'}, {'word': '挫锋', 'text': '锋芒受挫。'}]}, {'content': '弯折,收缩。', 'detail': [{'text': '久挫于刀笔之前。', 'book': '《汉书·陈汤传》'}], 'words': [{'word': '一挫身,向远处飞去了把身子一挫,就打算往舱里钻'}]}]}",[左右],手坐,[左右]手坐,左手创手，右手绘坐
诱,9,yòu,讠,1,H2,"['言 秀', '讠 秀']",左右结构,左窄右宽,诱,1715.0,yòu,"{'pinyin': 'yòu', 'explanations': [{'content': '(形声。从言,秀声。字本作“羑”,从厶(sī),从羑(yǒu)。厶,同“私”。羑,诱导。本义:教导;引导;劝导)。'}, {'content': '同本义。', 'detail': [{'text': '诱,引也。', 'book': '《广韵》'}, {'text': '不诱于誉,不恐于诽。', 'book': '《荀子·非十二子》'}, {'text': '夫子循循然善诱人,博我以文,约我以礼,欲罢不能。', 'book': '《论语·子罕》'}], 'words': [{'word': '诱动', 'text': '劝诱打动'}, {'word': '诱训', 'text': '诱导教诲'}, {'word': '诱进', 'text': '诱导进取。'}]}, {'content': '引诱。', 'detail': [{'text': '无诱于势利。', 'book': '唐·韩愈《朱文公校昌黎先生集》'}, {'text': '盖以诱敌。', 'book': '《聊斋志异·狼三则》'}], 'words': [{'word': '诱兵', 'text': '战争时诈败以引诱敌人中计的士兵或引诱敌兵'}, {'word': '诱敌', 'text': '诱引敌人进入埋伏的地方。'}]}, {'content': '向导,引路。', 'detail': [{'text': '步及骤处兮,诱骋先。', 'book': '《楚辞·招魂》'}], 'words': [{'word': '诱接', 'text': '招引接纳;诱纳'}, {'word': '诱协', 'text': '利诱协迫。'}]}, {'content': '欺狂,诱骗。', 'detail': [{'text': '彼美郦生,既为交亲,诱袭军印,岂无他人。', 'book': '唐·吕温《繇鹿赋》'}], 'words': [{'word': '诱略', 'text': '诱骗,掠夺'}, {'word': '诱狎', 'text': '诱奸'}, {'word': '诱哄', 'text': '诱惑哄骗'}, {'word': '诱巧', 'text': '以狡猾手段欺骗人。'}]}]}",[左右],言秀,[左右]言秀,左手创言，右手绘秀
会,6,kuài,人,0,B0,['人 云'],上下结构,上下结构,会,486.0,kuài,"{'pinyin': 'kuài', 'explanations': [{'content': '(会意。本义:计算;总计。本指年终结账。后泛指算账) 同本义。', 'detail': [{'text': '会,合也。', 'book': '《说文》'}, {'text': '会,岁计也。', 'book': '《玉篇》'}, {'text': '会,大计也。然则零性算之为计,总合算之为会。', 'book': '《孟子·万章下》正义'}, {'text': '凡场务、仓库出纳在官之物,皆月计,季考,岁会。', 'book': '《日知录》卷二十四'}, {'text': '岁终,则会,唯王及后之服不会。', 'book': '《周礼·天官》'}, {'text': '听出入以要会。', 'book': '《周礼·小宰》。注:“月计曰要,岁计为会。”'}], 'words': [{'word': '会事', 'text': '统计事务'}, {'word': '会最', 'text': '总计;汇总。'}]}, {'content': '会稽(kuàjī)。山地名,县名。在今浙江绍兴。'}, {'content': '姓。'}]}",[上下],人云,[上下]人云,顶部展示人，底部展示云
